X,Y,TimeSinceZero,DateTime,AnimalID,Lat,Long,Speed(m/min),timeDays,timeOfDay,speedCategory,Speed(m/s),dayNum,area,Time,aggregateSpeed(m/min),timeNearby
582626.014255503,-2195350.52214325,1560,2024-01-01 06:26:00,1,-70.33431038767374,59.20030775371945,0.34479499582385015,0.018055555555555554,morning,2,0.005749083421220797,0,"(15, 2)",1560,0.34458341145658455,90
582625.902838134,-2195350.19448291,1620,2024-01-01 06:27:00,1,-70.33431335971598,59.20030510485703,0.3448044900471419,0.01875,morning,2,0.005748149207120595,0,"(15, 2)",1620,0.34479501362575465,91
582625.790085917,-2195349.86721915,1680,2024-01-01 06:28:00,1,-70.33431632863747,59.2003024200984,0.3448607591056199,0.019444444444444445,morning,2,0.005748640258472108,0,"(15, 2)",1680,0.3448198480654591,92
582625.677921959,-2195349.53982336,1740,2024-01-01 06:29:00,1,-70.33431929855125,59.20029975111671,0.34479498839051537,0.02013888888888889,morning,2,0.005748326766896483,0,"(15, 2)",1740,0.34480698058911,93
582625.565894477,-2195349.21235206,1800,2024-01-01 06:30:00,1,-70.33432226909731,59.20029708583794,0.34482218354024846,0.020833333333333332,morning,2,0.005747979623567616,0,"(15, 2)",1800,0.3448150609523638,94
582625.455288428,-2195348.88439471,1860,2024-01-01 06:31:00,1,-70.33432524353768,59.20029445884354,0.3448258555115679,0.021527777777777778,morning,2,0.005748247372121548,0,"(15, 2)",1860,0.3448208071876346,95
582625.343767071,-2195348.55673178,1920,2024-01-01 06:32:00,1,-70.33432821563666,59.20029180721316,0.3448402598494545,0.022222222222222223,morning,2,0.005748628402377512,0,"(15, 2)",1920,0.3448279809341307,96
582625.232470106,-2195348.22909126,1980,2024-01-01 06:33:00,1,-70.33433118746204,59.20028916153043,0.34474723666553986,0.022916666666666665,morning,2,0.005747590977418433,0,"(15, 2)",1980,0.3448056045025663,97
582625.121324098,-2195347.90132363,2040,2024-01-01 06:34:00,1,-70.3343341603774,59.20028651998547,0.3448188982711789,0.02361111111111111,morning,2,0.005748224870607512,0,"(15, 2)",2040,0.3448105405393578,98
582625.008827839,-2195347.57399977,2100,2024-01-01 06:35:00,1,-70.33433712975415,59.20028384208906,0.34483451367931767,0.024305555555555556,morning,2,0.005747852238652518,0,"(15, 2)",2100,0.34481274094524983,99
582624.893775223,-2195347.24768587,2160,2024-01-01 06:36:00,1,-70.3343400909101,59.20028109520774,0.34472040995351777,0.025,morning,2,0.005748085520157478,0,"(15, 2)",2160,0.34478881969591485,100
582624.776436296,-2195346.92206933,2220,2024-01-01 06:37:00,1,-70.33434304655864,59.20027828682686,0.3448297596519101,0.025694444444444443,morning,2,0.0057483761450264365,0,"(15, 2)",2220,0.34478096289452065,101
582624.659590518,-2195346.59626043,2280,2024-01-01 06:38:00,1,-70.33434600377086,59.200275491750574,0.3448441242335898,0.02638888888888889,morning,2,0.005748578539131775,0,"(15, 2)",2280,0.344800154145936,102
582624.539546083,-2195346.2726909,2340,2024-01-01 06:39:00,1,-70.33434894195464,59.20027260941747,0.34383862922128927,0.027083333333333334,morning,2,0.005748883410311,0,"(15, 2)",2340,0.34460249454100667,103
582624.423295276,-2195345.94663435,2400,2024-01-01 06:40:00,1,-70.33435190119292,59.20026983040726,0.3448771460444048,0.027777777777777776,morning,2,0.005748505695344903,0,"(15, 2)",2400,0.34461691503544606,104
582624.306739384,-2195345.620724,2460,2024-01-01 06:41:00,1,-70.33435485922006,59.200267043138695,0.3448420385748676,0.02847222222222222,morning,2,0.005748410504138396,0,"(15, 2)",2460,0.34464266546986777,105
582624.18971401,-2195345.29498122,2520,2024-01-01 06:42:00,1,-70.33435781589786,59.20026424321743,0.34484248697040015,0.029166666666666667,morning,2,0.005748544320338874,0,"(15, 2)",2520,0.34464515745282376,106
582624.072832526,-2195344.96925661,2580,2024-01-01 06:43:00,1,-70.3343607723662,59.200261447106065,0.3447770653581412,0.029861111111111113,morning,2,0.005748262561982553,0,"(15, 2)",2580,0.3446317662883697,107
582623.956934334,-2195344.64311903,2640,2024-01-01 06:44:00,1,-70.33436373221602,59.20025867755197,0.3448355479752795,0.030555555555555555,morning,2,0.005748055965345763,0,"(15, 2)",2640,0.34483457619437574,108
582623.840991934,-2195344.31696211,2700,2024-01-01 06:45:00,1,-70.33436669225345,59.200255906839544,0.3448684421276149,0.03125,morning,2,0.005748690418465643,0,"(15, 2)",2700,0.3448327546616773,109
582623.725382499,-2195343.9907191,2760,2024-01-01 06:46:00,1,-70.33436965295428,59.20025314506783,0.3448384614652827,0.03194444444444444,morning,2,0.005748374479933176,0,"(15, 2)",2760,0.3448318641756201,110
582623.610052357,-2195343.66440259,2820,2024-01-01 06:47:00,1,-70.3343726142231,59.20025039079664,0.34481478615747957,0.03263888888888889,morning,2,0.005748746478888676,0,"(15, 2)",2820,0.3448264074784543,111
582623.494051551,-2195343.338372,2880,2024-01-01 06:48:00,1,-70.33437557314737,59.20024761840631,0.3447693109151688,0.03333333333333333,morning,2,0.005748396821550243,0,"(15, 2)",2880,0.3448252063667366,112
582623.377048649,-2195343.01263144,2940,2024-01-01 06:49:00,1,-70.33437852979772,59.2002448190752,0.344832845786405,0.034027777777777775,morning,2,0.005748507867984753,0,"(15, 2)",2940,0.344824249800902,113
582623.262384248,-2195342.68613676,3000,2024-01-01 06:50:00,1,-70.33438149244705,59.200242082685236,0.3447621047919867,0.034722222222222224,morning,2,0.005748484189240224,0,"(15, 2)",3000,0.344802543268096,114
582623.145857758,-2195342.36022147,3060,2024-01-01 06:51:00,1,-70.33438445050851,59.200239296195676,0.344836824273093,0.035416666666666666,morning,2,0.0057485239817347735,0,"(15, 2)",3060,0.3448020714668526,115
582623.02849766,-2195342.03457209,3120,2024-01-01 06:52:00,1,-70.33438740645752,59.200236487271155,0.3448676863698468,0.03611111111111111,morning,2,0.005748437290663103,0,"(15, 2)",3120,0.3448123565946789,116
582622.974164743,-2195341.69522689,3180,2024-01-01 06:53:00,1,-70.33439046469275,59.200235368375225,0.34241300340019976,0.03680555555555556,morning,2,0.00574521285181197,0,"(15, 2)",3180,0.3434130483477775,117
582622.945167124,-2195341.35065733,3240,2024-01-01 06:54:00,1,-70.33439356152651,59.200234928556824,0.3445288396437336,0.0375,morning,2,0.005745006770045353,0,"(15, 2)",3240,0.3421726142896396,118
